municipio_codigo|distrito_nombre|direccion_via_nombre|centro_tipo_descripcion|dat_codigo|direccion_codigo_postal|centro_titularidad|contacto_telefono2|contacto_telefono3|centro_tipo_desc_abreviada|direccion_numero|contacto_telefono1|centro_codigo|contacto_web|dat_nombre|centro_tipo_codigo|municipio_nombre|distrito_codigo|contacto_fax|direccion_coor_y|centro_titular|direccion_coor_x|direccion_via_tipo|centro_nombre|contacto_telefono4|contacto_email1|coord_x_centrica|coord_y_centrica|distancia_euclideana|ranking_ue
79|Chamberí|del General Álvarez de Castro|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28010|PÚBLICO|||CP INF-PRI|46|914484083|28006238|http://www.educa.madrid.org/cp.rufinoblanco.madrid|Madrid-Capital|14|Madrid|07|915944701|4476631.0|COMUNIDAD DE MADRID|440431.0|CALLE|RUFINO BLANCO||cp.rufinoblanco.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|2166.40425011844|50.0
79|Villaverde|de Paterna|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28021|PÚBLICO|||CP INF-PRI|14|917976726|28006251|http://www.educa.madrid.org/cp.sagunto.madrid|Madrid-Capital|14|Madrid|17|917976726|4465855.0|COMUNIDAD DE MADRID|441802.0|CALLE|SAGUNTO||cp.sagunto.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|8782.307391381764|450.0
79|Villaverde|de Geología|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28021|PÚBLICO|||CP INF-PRI|2|917966105|28006263|http://www.educa.madrid.org/cp.sancarlos.madrid|Madrid-Capital|14|Madrid|17|917979728|4466127.0|COMUNIDAD DE MADRID|439535.0|CALLE|SAN CARLOS||cp.sancarlos.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|8378.09351558807|418.0
79|Arganzuela|de Peñuelas|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28005|PÚBLICO|||CP INF-PRI|31|914737711|28006275|http://www.educa.madrid.org/cp.saneugenio.madrid|Madrid-Capital|14|Madrid|02|914737785|4472629.0|COMUNIDAD DE MADRID|440336.0|CALLE|SAN EUGENIO Y SAN ISIDRO||cp.saneugenio.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|1861.5329520513137|38.0
79|Carabanchel|de Abrantes|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28025|PÚBLICO|||CP INF-PRI|1|915651989|28006305|http://www.educa.madrid.org/cp.sanignacio.madrid|Madrid-Capital|14|Madrid|11|914698461|4470724.0|COMUNIDAD DE MADRID|438744.0|AVDA|SAN IGNACIO DE LOYOLA||cp.sanignacio.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|4014.946827973271|123.0
79|Centro|de Alfonso VI|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28005|PÚBLICO|||CP INF-PRI|1|913643923|28006317|http://www.educa.madrid.org/cp.sanildefonso.madrid|Madrid-Capital|14|Madrid|01|913641170|4473847.0|AYUNTAMIENTO|439573.0|CALLE|SAN ILDEFONSO||cp.sanildefonso.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|862.9361746026364|9.0
79|Retiro|de Fuenterrabía|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28014|PÚBLICO|682551083||CP INF-PRI|15|915514845|28006329|http://www.educa.madrid.org/cp.sanisidoro.madrid|Madrid-Capital|14|Madrid|03|915015983|4473102.0|COMUNIDAD DE MADRID|442187.0|CALLE|SAN ISIDORO||cp.sanisidoro.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|2454.2993507456918|57.0
79|Chamartín|de Honduras|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28016|PÚBLICO|||CP INF-PRI|10|913453044|28006354|http://www.educa.madrid.org/cp.sanjuandelacruz.madrid|Madrid-Capital|14|Madrid|05|913509861|4478978.0|COMUNIDAD DE MADRID|442378.0|CALLE|SAN JUAN DE LA CRUZ||cp.sanjuandelacruz.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|5014.544242580797|177.0
79|Puente de Vallecas|de Peña Morraz|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28038|PÚBLICO|||CP INF-PRI|1|913031550|28006366|http://www.educa.madrid.org/cp.sanpablo.madrid|Madrid-Capital|14|Madrid|13|913031550|4471192.0|COMUNIDAD DE MADRID|444681.0|PLAZA|SAN PABLO||cp.sanpablo.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|5593.4631889001985|228.0
79|Salamanca|del Doctor Esquerdo|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28028|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|53|915738015|28006378|http://www.sasr.es|Madrid-Capital|72|Madrid|04|915044589|4474769.0|FUNDACION EDUCACION MARIANISTA DOMINGO LAZARO|443286.0|CALLE|SANTA ANA Y SAN RAFAEL||cc.santaanasanrafael.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|3058.427922620989|69.0
79|Centro|del Casino|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28005|PÚBLICO|||CP INF-PRI|7|915275281|28006381|http://www.educa.madrid.org/cp.santamaria.madrid|Madrid-Capital|14|Madrid|01|914673704|4473076.0|COMUNIDAD DE MADRID|440028.0|CALLE|SANTA MARIA||cp.santamaria.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|1411.884819232197|23.0
79|Puente de Vallecas|de San Feliu de Guixols|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28038|PÚBLICO|913808028||CP INF-PRI|7|917785293|28006391|http://www.educa.madrid.org/cp.santodomingo.madrid|Madrid-Capital|14|Madrid|13|913037833|4471448.0|COMUNIDAD DE MADRID|445178.0|CALLE|SANTO DOMINGO||cp.santodomingo.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|5866.1229232619135|251.0
79|Arganzuela|del Bronce|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28045|PÚBLICO|||CP INF-PRI|1|915278932|28006408|http://www.educa.madrid.org/cp.tirsodemolina.madrid|Madrid-Capital|14|Madrid|02|914683695|4471605.0|COMUNIDAD DE MADRID|441559.0|CALLE|TIRSO DE MOLINA||cp.tirsodemolina.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|3200.2083083124553|88.0
79|San Blas-Canillejas|de las Musas|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28022|PÚBLICO|||CP INF-PRI|9|917411453|28006411|http://www.educa.madrid.org/cp.laalameda.madrid|Madrid-Capital|14|Madrid|20|913204540|4476499.0|COMUNIDAD DE MADRID|448405.0|CALLE|LA ALAMEDA||cp.laalameda.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|8490.681949460402|423.0
79|Villaverde|de Santa Joaquina de Vedruna|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28021|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|3|917983716|28006457|http://villaverde.vedruna1826.org|Madrid-Capital|72|Madrid|17|917976752|4466035.0|FUNDACION VEDRUNA EDUCACION|439291.0|CALLE|VEDRUNA||cc.vedruna-villaverde.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|8315.788878047266|308.0
79|Carabanchel|de Antonio Moreno|COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28025|PÚBLICO|||CP INF-PRI|25|915605495|28006469|http://www.educa.madrid.org/cp.arciprestedehita.madrid|Madrid-Capital|14|Madrid|11|914605635|4470725.0|COMUNIDAD DE MADRID|438423.0|CALLE|ARCIPRESTE DE HITA||cp.arciprestedehita.madrid@educa.madrid.org|440157.3842874543|4474481.943970768|4137.960470576871|129.0
79|Barajas|de la Alameda de Osuna|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28042|PRIVADO|||CPR INF-PRI-SEC|17|917427011|28006561|http://www.educa.madrid.org/cpr.alamedadeosuna.madrid|Madrid-Capital|72|Madrid|21|917427196|4479083.0|FOMENTO DE ENSEÑANZA MEDIA, S.A.|450121.0|PASEO|ALAMEDA DE OSUNA||colegio@colegio-alameda.com|439602.9362934363|4476838.754826255|10754.826848220764|281.0
79|Puente de Vallecas|del Doctor Salgado|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28038|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|16|914306527|28006779|http://www.avemarianas.org/madrid/colegio|Madrid-Capital|72|Madrid|13||4472108.0|RELIGIOSAS OPERARIAS DEL DIVINO MAESTRO|443629.0|CALLE|EL AVE MARIA||cc.avemaria.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|4011.8510536930376|115.0
79|Latina|de José de Cadalso|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28044|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|50|917063021|28006809|http://www.beatafilipina.org|Madrid-Capital|72|Madrid|10|917063021|4470254.0|FUNDACION ESCUELAS FELICIANA VIERTOLA|434419.0|CALLE|BEATA FILIPINA-FUND.FELICIANA VIERTOLA||cc.beatafilipina.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|7105.701518992924|264.0
79|Salamanca|de Brístol|ESCUELA INFANTIL PRIVADA|5|28028|PRIVADO|606225075||EIPR|1|917252262|28006846|http://www.projardin.es|Madrid-Capital|8|Madrid|04|917252262|4476712.0|PROMOCION DE JARDINES DE INFANCIA, S.A.|443815.0|CALLE|PROJARDIN BRUSELAS||bruselas@projardin.es|439602.9362934363|4476838.754826255|4213.970509404443|88.0
79|Centro|de las Comendadoras|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|5|28015|PRIVADO CONCERTADO|617865284|689591357|CPR INF|10|915481842|28007085|http://www.comendadoras-madrid.com|Madrid-Capital|4|Madrid|01|915400070|4475438.0|RELIGIOSAS COMENDADORAS DE SANTIAGO|439865.0|PLAZA|COMENDADORAS DE SANTIAGO||comendadoras@telefonica.net|440264.7489361702|4474293.580851064|1212.2270416140907|17.0
79|Moncloa-Aravaca|de la Princesa|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28008|PRIVADO CONCERTADO|915424908||CPR INF-PRI-SEC|19|915424901|28007103|http://www.concepcionistasprincesa.es/|Madrid-Capital|72|Madrid|09||4475316.0|CONCEPCIONISTAS MISIONERAS DE LA ENSEÑANZA|439480.0|CALLE|MADRES CONCEPCIONISTAS||cc.mmconcepcionistas.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|1288.8645425067473|18.0
79|Hortaleza|de San Luis|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28033|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|29|913021636|28007127|http://www.colegiocristoreymadrid.es|Madrid-Capital|72|Madrid|16|917668471|4480242.0|RELIGIOSAS ESCLAVAS DE CRISTO REY|444094.0|AVDA|CRISTO REY||cc.cristorey.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|7074.380119930613|263.0
79|Latina|de Santa Úrsula|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28011|PRIVADO CONCERTADO|914645573||CPR INF-PRI-SEC|5|914636445|28007139|http://www.colegiocristorey.org|Madrid-Capital|72|Madrid|10|915260656|4473779.0|CONGREGACION HIJAS DE CRISTO REY|438031.0|CALLE|CRISTO REY||cc.cristorey-latina.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|2292.2538607499964|40.0
79|Arganzuela|de Aldea del Fresno|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28045|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|1|914739150|28007152|http://www.educa.madrid.org/cc.luzcasanova-arganzuela.madrid|Madrid-Capital|72|Madrid|02|914739150|4471967.0|FUNDACION EDUCACION Y EVANGELIO|440875.0|CALLE|LUZ CASANOVA EMBAJADORES||cc.luzcasanova-arganzuela.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|2405.2826897151613|46.0
79|Carabanchel|de las Clarisas|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28019|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|4|914714902|28007191|http://www.educa.madrid.org/cc.nazaretoporto.madrid|Madrid-Capital|72|Madrid|11|914722219|4471326.0|CONGREGACION DE RELIGIOSAS HIJAS SGDA. FAMILIA DE NAZARET|438208.0|CALLE|NAZARET-OPORTO||cc.nazaretoporto.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|3610.6443045583032|91.0
79|Chamberí|del General Martínez Campos|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28010|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|6|914454512|28007292|www.colegioscjesusmartinezcampos.es|Madrid-Capital|72|Madrid|07|914469501|4476256.0|FUNDACION EDUCATIVA ACI|440809.0|PASEO|SAGRADO CORAZON DE JESUS||cc.scorazonchamberi.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|2036.4916244832255|30.0
79|Ciudad Lineal|de López de Aranda|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28027|PRIVADO CONCERTADO|917421699||CPR INF-PRI-SEC|5|917421611|28007309|http://www.educa.madrid.org/cc.nuevoequipo.madrid|Madrid-Capital|72|Madrid|15||4477033.0|FUNDACION COLEGIO NUEVO EQUIPO|445721.0|CALLE|COLEGIO NUEVO EQUIPO||cc.nuevoequipo.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|6105.333155946598|230.0
79|Usera|de Dolores Barranco|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28026|PRIVADO CONCERTADO|||CPR INF-PRI|65|914758162|28007371||Madrid-Capital|15|Madrid|12||4470488.0|COLEGIO S.LUIS FELCA S.L.5493 B 212|439793.0|CALLE|SAN LUIS-FELCA||cc.sanluisfelca.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|3834.708942379224|106.0
79|Salamanca|de los Toreros|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28028|PRIVADO CONCERTADO|917255209||CPR INF-PRI-SEC|45|917255200|28007395|http://www.educa.madrid.org/cc.fundacioncaldeiro.madrid|Madrid-Capital|72|Madrid|04|917257300|4475977.0|TERCIARIOS CAPUCHINOS NUESTRA MADRE DE LOS DOLORES|443484.0|AVDA|FUNDACION CALDEIRO||cc.fundacioncaldeiro.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|3632.833252844612|93.0
79|Chamartín|de la Habana|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|5|28036|PRIVADO|918316318|910107062|CEXTRAN ESP|204|918337790|28007462||Madrid-Capital|94|Madrid|05||4479564.0|COGNITA HASTINGS HOLDING, S.L. UNIPERSONAL|442396.0|PASEO|HASTINGS SCHOOL (BRITANICO)||ismael.l@hastingsschool.com|439602.9362934363|4476838.754826255|3902.3282955106615|75.0
79|Chamberí|de Juan Vigón|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28003|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|8|915530807|28007607|jesusmaestro.escuelateresiana.com|Madrid-Capital|72|Madrid|07|915346613|4476960.0|FUNDACION ESCUELA TERESIANA|439618.0|CALLE|JESUS MAESTRO||cc.jesusmaestro.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|2743.7338180387533|56.0
79|Ciudad Lineal|de los Hermanos García Noblejas|CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA|5|28037|PRIVADO CONCERTADO|||CPR ES|68|913671660|28007619|http://www.jesusmariagarcianoblejas.org|Madrid-Capital|45|Madrid|15|913679204|4475633.0|RELIGIOSAS DE JESUS MARIA|446339.0|CALLE|JESUS MARIA||cc.jesusmaria-clineal.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|6220.174406154048|236.0
79|Chamartín|de Vitruvio|ESTABLECIMIENTO ADMINISTRATIVO|5|28006|PÚBLICO|||EST ADMI|2|917203000|28007620|http://www.madrid.org/dat_capital/|Madrid-Capital|300|Madrid|05||4476888.0|COMUNIDAD DE MADRID|441436.0|CALLE|DIRECCION AREA TERRITORIAL MADRID-CAPITAL||dat.capital@educa.madrid.org|440157.3842874543|4474481.943970768|2724.6951675689247|73.0
79|Ciudad Lineal|de Ángel Muñoz|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28043|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|5|914158169|28007826|http://www.educa.madrid.org/cc.madrededios.madrid|Madrid-Capital|72|Madrid|15|914139247|4478376.0|ESCLAVAS DE LA SANTISIMA EUCARISTIA|444318.0|CALLE|MADRE DE DIOS||cc.madrededios.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|5752.824549213744|210.0
79|Chamberí|del General Martínez Campos|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28010|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|18|914466119|28007917|http://www.educa.madrid.org/cc.mariainmaculada-chamberi.madrid|Madrid-Capital|72|Madrid|07||4476254.0|HIJAS DE LA CARIDAD DE SAN VICENTE DE PAUL|440971.0|PASEO|MARIA INMACULADA||cc.mariainmaculada-chamberi.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|2083.7547371692863|31.0
79|Ciudad Lineal|de Gil y Polo|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28017|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|7|914075372|28007942|http://www.educa.madrid.org/cc.mariareina.madrid|Madrid-Capital|72|Madrid|15|914075372|4475704.0|COLEGIO MARIA REINA, S.A.L.|445513.0|CALLE|MARIA REINA||cc.mariareina.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|5434.466064359582|191.0
79|Usera|de Orcasur|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28041|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|42|913170237|28007954|http://www.educa.madrid.org/cc.mariareina-usera.madrid|Madrid-Capital|72|Madrid|12|913177644|4468488.0|FUNDACION EDUCATIVA JESUITINAS|440375.0|AVDA|MARIA REINA||cc.mariareina-usera.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|5806.627619825242|216.0
79|Puente de Vallecas|de Antonio Folgueras|CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA|5|28018|PRIVADO|||CPR PRI-SEC|12-20|914775628|28007978|www.materclem.es|Madrid-Capital|73|Madrid|13|914771327|4471371.0|COLEGIO MATER CLEMENTISIMA, S.L.|443860.0|CALLE|MATER CLEMENTISSIMA||materclem@materclem.es|439602.9362934363|4476838.754826255|6929.569556745823|212.0
79|Ciudad Lineal|de la Madre Antonia París|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28027|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|1|914036200|28007991|http://www.educa.madrid.org/cc.materinmaculata.madrid|Madrid-Capital|72|Madrid|15||4477300.0|RELIGIOSAS MARIA INMACULADA MISIONERAS CLARETIANAS|444713.0|CALLE|MATER INMACULATA||cc.materinmaculata.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|5368.937848955949|186.0
47||de La Granja|ESTABLECIMIENTO ADMINISTRATIVO|4|28400|PÚBLICO|||EST ADMI|4|918562500|28008004||Madrid-Oeste|300|Collado Villalba|||4498820.0|COMUNIDAD DE MADRID|415202.0|CTRA|DIRECCION AREA TERRITORIAL MADRID-OESTE||dat.oeste@educa.madrid.org|440157.3842874543|4474481.943970768|34858.45917731545|1344.0
79|Centro|de Luis de Góngora|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28004|PRIVADO CONCERTADO|915221430||CPR INF-PRI|5|915232299|28008016||Madrid-Capital|15|Madrid|01|915221430|4474962.0|MADRES MERCEDARIAS|440895.0|CALLE|LA MERCED||cc.lamerced.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|918.6950321640206|6.0
79|Ciudad Lineal|de Ascao|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28017|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|33|913673087|28008053|http://www.educa.madrid.org/cc.mirasierra.madrid|Madrid-Capital|72|Madrid|15|913675566|4475744.0|COLEGIOS MIRASIERRA, S.A.|445685.0|CALLE|MIRASIERRA||cc.mirasierra.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|5610.956897227803|200.0
79|Chamberí|de Eduardo Dato|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28010|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|2|914460398|28008107|http://www.colegioblancadecastilla.es|Madrid-Capital|72|Madrid|07||4475999.0|FUNDACION EDUCACION Y EVANGELIO|440948.0|PASEO|BLANCA DE CASTILLA||cc.blancadecastilla.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|1837.1952780752358|25.0
79|Moncloa-Aravaca|de Juan Montalvo|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28040|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|30|914561870|28008211|http://www.buenconsejo-madrid.com|Madrid-Capital|72|Madrid|09|915358498|4477629.0|ORDEN DE SAN AGUSTIN (AGUSTINOS)|439540.0|CALLE|NUESTRA SEÑORA DEL BUEN CONSEJO||cc.nsdelbuenconsejo.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|3413.2509312337916|83.0
79|Ciudad Lineal|de Ábalos|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28043|PRIVADO CONCERTADO|914132551|914132551|CPR INF-PRI-SEC|5|914132551|28008223|http://www.educa.madrid.org/cc.nsbuenconsejo.madrid|Madrid-Capital|72|Madrid|15|914132551|4477935.0|FRANCISCANAS DE NTRA.SRA.DEL BUEN CONSEJO|444349.0|CALLE|NUESTRA SEÑORA DEL BUEN CONSEJO|914132551|cc.nsbuenconsejo.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|5471.840656546229|193.0
79|Chamberí|de San Bernardo|ESCUELA INFANTIL PRIVADA|5|28015|PRIVADO CONCERTADO|||EIPR|99|914483426|28008259||Madrid-Capital|8|Madrid|07||4475822.0|PARROQUIA NUESTRA SEÑORA DE LOS DOLORES|440120.0|CALLE|NUESTRA SEÑORA DE LOS DOLORES||eidolores@yahoo.es|440264.7489361702|4474293.580851064|1535.2580725586345|24.0
79|Ciudad Lineal|de Alcalá|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28027|PRIVADO CONCERTADO|628564650||CPR INF-PRI|292|913260455|28008296|http://www.educa.madrid.org/cc.nsfatima.madrid|Madrid-Capital|15|Madrid|15|913260455|4475973.0|PARROQUIA DE NUESTRA SEÑORA DEL ROSARIO DE FATIMA|444793.0|CALLE|NUESTRA SEÑORA DE FATIMA||cc.nsfatima.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|4829.648680275671|152.0
79|Chamartín|del Guadalquivir|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28002|PRIVADO|||CPR INF-PRI-SEC|9|917823500|28008351|http://www.lasallemaravillas.com|Madrid-Capital|72|Madrid|05|915617261|4477558.0|HNOS. DE LAS ESCUELAS CRISTIANAS|441719.0|CALLE|NUESTRA SEÑORA DE LAS MARAVILLAS||secretaria.direccion@lasallemaravillas.com|439602.9362934363|4476838.754826255|2234.958440372324|33.0
79|Usera|de Trévelez|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28041|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|3|913175643|28008387|http://www.colegiomontserrat.eu|Madrid-Capital|72|Madrid|12|913172496|4468528.0|ASOCIACION CULTURAL SURCO|440318.0|CALLE|OBRA SO.N.S.MONTSERRAT-S.SIMON Y S.JUDAS||cc.obrasonsmontserrat.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|5765.826759967353|211.0
5||Alalpardo|ESTABLECIMIENTO ADMINISTRATIVO|3|28806|PÚBLICO|||EST ADMI|s/n|918872000|28008399|http://www.madrid.org/dat_este/|Madrid-Este|300|Alcalá de Henares||918828213|4482381.0|COMUNIDAD DE MADRID|468307.0|CALLE|DIRECCION AREA TERRITORIAL MADRID-ESTE||info.dateste@madrid.org|440157.3842874543|4474481.943970768|29236.89366052675|1219.0
79|San Blas-Canillejas|de Alcalá|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28022|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|589|917410009|28008405|https://colegionuestrasradelasnieves.es/|Madrid-Capital|72|Madrid|20|917410009|4477441.0|NUSNI, S.A.|447938.0|CALLE|NUESTRA SEÑORA DE LAS NIEVES||cc.nsdelasnieves.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|8293.674046383421|307.0
79|Retiro|de Valderribas|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28007|PRIVADO CONCERTADO|||CPR INF-PRI|37|915528595|28008430|http://www.educa.madrid.org/cc.nsdelapaz.madrid|Madrid-Capital|15|Madrid|03|915529032|4472913.0|ARZOBISPADO DE MADRID|442627.0|CALLE|NUESTRA SEÑORA DE LA PAZ||cc.nsdelapaz.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|2736.0982392614947|54.0
79|Tetuán|de San Benito|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28029|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|6|913151215|28008508|http://www.salesianasnsp.es|Madrid-Capital|72|Madrid|06|913154061|4479978.0|HIJAS DE MARIA AUXILIADORA|441476.0|CALLE|NUESTRA SEÑORA DEL PILAR||cc.nsdelpilar.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|5812.034944872442|217.0
79|Salamanca|de Castelló|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28001|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|56|915750404|28008511|http://www.nspilar.com|Madrid-Capital|72|Madrid|04|915763890|4475516.0|FUNDACION EDUCATIVA MARIANISTA DOMINGO LAZARO|442231.0|CALLE|NUESTRA SEÑORA DEL PILAR||cc.nspilar.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|2315.264957126317|42.0
79|Villaverde|del Sáhara|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28041|PRIVADO CONCERTADO|||CPR INF-PRI|79|917961495|28008600|http://www.educa.madrid.org/cc.liceooroquieta.madrid|Madrid-Capital|15|Madrid|17|917967558|4467384.0|LICEO OROQUIETA, SDAD. COOP. MADRILEÑA|441251.0|CALLE|LICEO OROQUIETA||cc.liceooroquieta.madrid@educa.madrid.org|440264.7489361702|4474293.580851064|6979.613076546338|261.0
